Slug	Name	Dimension	Granularity	Function_name	Formalization_latex	Formalization_fp	Description_fp
total-cost-and-service-time-ratio-activity-instance-granularity-c-i	Total Cost and Service Time Ratio (activity instance granularity)	C	I	"\(\mathit{TCSTR}\mathit{^{\times}}(i)\)
\newline \newline \(\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}\)"	"\(\frac{\mathit{TC}\mathit{^{\times}}(i)}{\mathit{ST}(i)}\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}$. If $\mathit{\times} = \mathit{sgl}$, then the function considers single events of activity instances for cost calculations, i.e., it uses $\mathit{TC}\mathit{^{sgl}}$; if $\mathit{\times} = \mathit{sum}$, then the function considers the sum of all events of activity instances for cost calculations, i.e., it uses $\mathit{TC}\mathit{^{sum}}$."	\(\frac{\mathit{TC}(i)}{\mathit{ST}(i)}\)	"\(\mathit{TC}(i)\) returns the total cost of activity instance \(i\).
\newline \(\mathit{ST}(i)\) returns the service time of activity instance \(i\). \\"
total-cost-considering-single-events-of-activity-instances-activity-instance-granularity-c-i	Total Cost considering single events of activity instances (activity instance granularity)	C	I	\(\mathit{TC}\mathit{^{sgl}}(i)\)	"\(\begin{cases}
\#^{}_{\mathit{tc}}(\mathit{cpl}(i)) & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) \neq \bot \\
\#^{}_{\mathit{tc}}(\mathit{str}(i)) & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) = \bot \land \#^{}_{\mathit{tc}}(\mathit{str}(i)) \neq \bot \\
\bot & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) = \bot \land \#^{}_{\mathit{tc}}(\mathit{str}(i)) = \bot \\
\end{cases}\)"	"\(\begin{cases}
\#^{}_{\mathit{tc}}(\mathit{cpl}(i)) & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) \neq undefined \\
\#^{}_{\mathit{tc}}(\mathit{str}(i)) & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) = undefined \land \#^{}_{\mathit{tc}}(\mathit{str}(i)) \neq undefined \\
undefined & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) = undefined \land \#^{}_{\mathit{tc}}(\mathit{str}(i)) = undefined \\
\end{cases}\)"	"\(\#^{}_{\mathit{tc}}\) returns the total cost associated with an event.
\newline \(\mathit{cpl}(i)\) returns the completion event of activity instance \(i\).
\newline \(\mathit{str}(i)\) returns the start event of activity instance \(i\). \\"
total-cost-considering-the-sum-of-all-events-of-activity-instances-activity-instance-granularity-c-i	Total Cost considering the sum of all events of activity instances (activity instance granularity)	C	I	\(\mathit{TC}\mathit{^{sum}}(i)\)	"\(\begin{cases}
\#^{}_{\mathit{tc}}(\mathit{str}(i)) + & \\ \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) \neq \bot \land \#^{}_{\mathit{tc}}(\mathit{str}(i)) \neq \bot \\
\bot & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) = \bot \lor \#^{}_{\mathit{tc}}(\mathit{str}(i)) = \bot \\
\end{cases}\)"	"\(\begin{cases}
\#^{}_{\mathit{tc}}(\mathit{str}(i)) + & \\ \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) \neq undefined \land \#^{}_{\mathit{tc}}(\mathit{str}(i)) \neq undefined \\
undefined & \mathit{if \ } \#^{}_{\mathit{tc}}(\mathit{cpl}(i)) = undefined \lor \#^{}_{\mathit{tc}}(\mathit{str}(i)) = undefined \\
\end{cases}\)"	"\(\#^{}_{\mathit{tc}}\) returns the total cost associated with an event.
\newline \(\mathit{str}(i)\) returns the start event of activity instance \(i\).
\newline \(\mathit{cpl}(i)\) returns the completion event of activity instance \(i\). \\"
transportation-cost-case-granularity-c-c	Transportation Cost (case granularity)	C	C	\(\mathit{TransC}(c)\)	\(\#^{}_{\mathit{transc}}(c)\)	\(\#^{}_{\mathit{transc}}(c)\)	\(\#^{}_{\mathit{transc}}\) returns the transportation cost associated with case \(c\). \\
transportation-cost-group-of-cases-granularity-c-g	Transportation Cost (group of cases granularity)	C	G	\(\mathit{TransC}(g)\)	\(\sum _{c \in g} \mathit{TransC}(c)\)	\(\sum _{c \in g} \mathit{TransC}(c)\)	\(\mathit{TransC}(c)\) returns the transportation cost for case \(c\). \\
unwanted-activity-count-case-granularity-q-c	Unwanted Activity count (case granularity)	Q	C	\(\mathit{UAC}(c)\)	\(|\mathit{Unwl} \cap \mathit{act}(c)|\)	"\(\displaystyle \sum_{a \in \mathit{act}(c)}
\begin{cases}
1 & \text{if } a \in \mathit{Unwl} \\
0 & \text{otherwise}
\end{cases}
\)"	"\(\mathit{Unwl}\) returns the set of unwanted activities.
\newline \(\mathit{act}(c)\) returns the set of activities that occurred in case \(c\). \\"
unwanted-activity-count-group-of-cases-granularity-q-g	Unwanted Activity count (group of cases granularity)	Q	G	\(\mathit{UAC}(g)\)	\(|\mathit{Unwl} \cap (\cup_{c \in g} \mathit{act}(c))|\)	"\(\displaystyle \sum_{a \in (\cup_{c \in g} \mathit{act}(c))}
\begin{cases}
1 & \text{if } a \in \mathit{Unwl} \\
0 & \text{otherwise}
\end{cases}
\)"	"\(\mathit{Unwl}\) returns the set of unwanted activities.
\newline \(\mathit{act}(c)\) returns the set of activities that occurred in case \(c\). \\"
unwanted-activity-instance-count-case-granularity-q-c	Unwanted activity Instance count (case granularity)	Q	C	\(\mathit{UIC}(c)\)	\(|\{i \in \mathit{inst}(c) \mid \mathit{act}(i) \in \mathit{Unwl}\}|\)	"\(\displaystyle \sum_{i \in \mathit{inst}(c)}
\begin{cases}
1 & \text{if } \mathit{act}(i) \in \mathit{Unwl} \\
0 & \text{otherwise}
\end{cases}
\)"	"\(\mathit{inst}(c)\) returns the set of all activity instances in case \(c\).
\newline \(\mathit{act}(i)\) returns the activity of activity instance \(i\).
\newline \(\mathit{Unwl}\) returns the set of unwanted activities. \\"
unwanted-activity-instance-count-group-of-cases-granularity-q-g	Unwanted activity Instance count (group of cases granularity)	Q	G	\(\mathit{UIC}(g)\)	\(\sum _{c \in g} \mathit{UIC}(c)\)	\(\sum _{c \in g} \mathit{UIC}(c)\)	\(\mathit{UIC}(c)\) returns the unwanted activity instance count for case \(c\). \\
unwanted-activity-instance-percentage-case-granularity-q-c	Unwanted activity Instance Percentage (case granularity)	Q	C	\(\mathit{UIP}(c)\)	\(\frac{\mathit{UIC}(c)}{\mathit{I}(c)}\)	\(\frac{\mathit{UIC}(c)}{\mathit{I}(c)}\)	"\(\mathit{UIC}(c)\) returns the unwanted activity instance count for case \(c\).
\newline \(\mathit{I}(c)\) returns the total number of activity instances in case \(c\). \\"
unwanted-activity-instance-percentage-group-of-cases-granularity-q-g	Unwanted activity Instance Percentage (group of cases granularity)	Q	G	\(\mathit{UIP}(g)\)	\(\frac{\mathit{UIC}(g)}{\mathit{I}(g)}\)	\(\frac{\mathit{UIC}(g)}{\mathit{I}(g)}\)	"\(\mathit{UIC}(g)\) returns the unwanted activity instance count for group \(g\).
\newline \(\mathit{I}(g)\) returns the total number of activity instances in group \(g\). \\"
unwanted-activity-percentage-case-granularity-q-c	Unwanted Activity Percentage (case granularity)	Q	C	\(\mathit{UAP}(c)\)	\(\frac{\mathit{UAC}(c)}{\mathit{A}(c)}\)	\(\frac{\mathit{UAC}(c)}{\mathit{A}(c)}\)	"\(\mathit{UAC}(c)\) returns the unwanted activity count for case \(c\).
\newline \(\mathit{A}(c)\) returns the number of unique activities in case \(c\). \\"
unwanted-activity-percentage-group-of-cases-granularity-q-g	Unwanted Activity Percentage (group of cases granularity)	Q	G	\(\mathit{UAP}(g)\)	\(\frac{\mathit{UAC}(g)}{\mathit{A}(g)}\)	\(\frac{\mathit{UAC}(g)}{\mathit{A}(g)}\)	"\(\mathit{UAC}(g)\) returns the unwanted activity count for group \(g\).
\newline \(\mathit{A}(g)\) returns the number of unique activities in group \(g\). \\"
variable-cost-activity-granularity-c-a	Variable Cost (activity granularity)	C	A	"\(\mathit{VC}\mathit{^{\times}}(a)\)
\newline \newline \(\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}\)"	"\(\sum _{i \in \mathit{inst}(a)} \mathit{VC}\mathit{^{\times}}(i)\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}$. If $\mathit{\times} = \mathit{sgl}$, then the function considers single events of activity instances for cost calculations, i.e., it uses $\mathit{VC}\mathit{^{sgl}}$; if $\mathit{\times} = \mathit{sum}$, then the function considers the sum of all events of activity instances for cost calculations, i.e., it uses $\mathit{VC}\mathit{^{sum}}$."	\(\sum _{i \in \mathit{inst}(a)} \mathit{VC}(i)\)	"\(\mathit{inst}(a)\) returns the set of all instances of activity \(a\).
\newline \(\mathit{VC}(i)\) returns the variable cost of activity instance \(i\). \\"
variable-cost-case-granularity-c-c	Variable Cost (case granularity)	C	C	"\(\mathit{VC}\mathit{^{\times}}(c)\)
\newline \newline \(\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}\)"	"\(\sum _{i \in \mathit{inst}(c)} \mathit{VC}\mathit{^{\times}}(i)\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}$. If $\mathit{\times} = \mathit{sgl}$, then the function considers single events of activity instances for cost calculations, i.e., it uses $\mathit{VC}\mathit{^{sgl}}$; if $\mathit{\times} = \mathit{sum}$, then the function considers the sum of all events of activity instances for cost calculations, i.e., it uses $\mathit{VC}\mathit{^{sum}}$."	\(\sum _{i \in \mathit{inst}(c)} \mathit{VC}(i)\)	"\(\mathit{inst}(c)\) returns the set of all activity instances in case \(c\).
\newline \(\mathit{VC}(i)\) returns the variable cost of activity instance \(i\). \\"
variable-cost-group-of-cases-granularity-c-g	Variable Cost (group of cases granularity)	C	G	"\(\mathit{VC}\mathit{^{\times}}(g)\)
\newline \newline \(\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}\)"	"\(\sum _{c \in g} \mathit{VC}\mathit{^{\times}}(c)\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{sgl}, \mathit{sum}\}$. If $\mathit{\times} = \mathit{sgl}$, then the function considers single events of activity instances for cost calculations, i.e., it uses $\mathit{VC}\mathit{^{sgl}}$; if $\mathit{\times} = \mathit{sum}$, then the function considers the sum of all events of activity instances for cost calculations, i.e., it uses $\mathit{VC}\mathit{^{sum}}$."	\(\sum _{c \in g} \mathit{VC}(c)\)	\(\mathit{VC}(c)\) returns the variable cost for case \(c\). \\
variable-cost-considering-single-events-of-activity-instances-activity-instance-granularity-c-i	Variable Cost considering single events of activity instances (activity instance granularity)	C	I	\(\mathit{VC}\mathit{^{sgl}}(i)\)	"\(\begin{cases}
\#^{}_{\mathit{vc}}(\mathit{cpl}(i)) & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) \neq \bot \\
\#^{}_{\mathit{vc}}(\mathit{str}(i)) & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) = \bot \land \#^{}_{\mathit{vc}}(\mathit{str}(i)) \neq \bot \\
\bot & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) = \bot \land \#^{}_{\mathit{vc}}(\mathit{str}(i)) = \bot \\
\end{cases}\)"	"\(\begin{cases}
\#^{}_{\mathit{vc}}(\mathit{cpl}(i)) & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) \neq undefined \\
\#^{}_{\mathit{vc}}(\mathit{str}(i)) & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) = undefined \land \#^{}_{\mathit{vc}}(\mathit{str}(i)) \neq undefined \\
undefined & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) = undefined \land \#^{}_{\mathit{vc}}(\mathit{str}(i)) = undefined \\
\end{cases}\)"	"\(\#^{}_{\mathit{vc}}\) returns the variable cost associated with an event.
\newline \(\mathit{cpl}(i)\) returns the completion event of activity instance \(i\).
\newline \(\mathit{str}(i)\) returns the start event of activity instance \(i\). \\"
variable-cost-considering-the-sum-of-all-events-of-activity-instances-activity-instance-granularity-c-i	Variable Cost considering the sum of all events of activity instances (activity instance granularity)	C	I	\(\mathit{VC}\mathit{^{sum}}(i)\)	"\(\begin{cases}
\#^{}_{\mathit{vc}}(\mathit{str}(i)) + & \\ \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) \neq \bot \land \#^{}_{\mathit{vc}}(\mathit{str}(i)) \neq \bot \\
\bot & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) = \bot \lor \#^{}_{\mathit{vc}}(\mathit{str}(i)) = \bot \\
\end{cases}\)"	"\(\begin{cases}
\#^{}_{\mathit{vc}}(\mathit{str}(i)) + & \\ \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) \neq undefined \land \#^{}_{\mathit{vc}}(\mathit{str}(i)) \neq undefined \\
undefined & \mathit{if \ } \#^{}_{\mathit{vc}}(\mathit{cpl}(i)) = undefined \lor \#^{}_{\mathit{vc}}(\mathit{str}(i)) = undefined \\
\end{cases}\)"	"\(\#^{}_{\mathit{vc}}\) returns the variable cost associated with an event.
\newline \(\mathit{str}(i)\) returns the start event of activity instance \(i\).
\newline \(\mathit{cpl}(i)\) returns the completion event of activity instance \(i\). \\"
variant-case-coverage-case-granularity-f-c	Variant Case Coverage (case granularity)	F	C	\(\mathit{VCC}(c)\)	\(\frac{|\{c' \in C \mid \exists tr \in \mathit{trace}(c')[tr \in \mathit{trace}(c)]\}|}{|C|}\)	"\(\frac{
\sum_{c' \in C}
\begin{cases}
1 & \text{if } \exists tr \in \mathit{trace}(c) \land tr' \in \mathit{trace}(c') [tr = tr'] \\
0 & \text{otherwise}
\end{cases}
}{\mathit{count}(C)}\)"	"$\mathit{trace}(c')$ returns the trace (sequence of activities) of case $c'$.
\newline $\mathit{trace}(c)$ returns the trace (sequence of activities) of case $c$.
\newline $\mathit{count}(C)$ returns the total number of cases in the event log. \\"
variant-case-coverage-group-of-cases-granularity-f-g	Variant Case Coverage (group of cases granularity)	F	G	\(\mathit{VCC}(g)\)	\(\frac{|\{c \in C \mid \exists tr \in \mathit{trace}(c)[tr \in \mathit{variants}(g)]\}|}{|C|}\)	"\(\frac{
\sum_{c \in C}
\begin{cases}
1 & \text{if } \exists tr \in \mathit{trace}(c) [tr \in \mathit{variants}(g)] \\
0 & \text{otherwise}
\end{cases}
}{\mathit{count}(C)}\)"	"$\mathit{trace}(c)$ returns the trace (sequence of activities) of case $c$.
\newline $\mathit{variants}(g)$ returns the set of unique traces (variants) present in group $g$.
\newline $\mathit{count}(C)$ returns the total number of cases in the event log. \\"
variant-count-group-of-cases-granularity-f-g	Variant count (group of cases granularity)	F	G	\(\mathit{V}(g)\)	\(|\mathit{variants}(g)|\)	\(\mathit{count}(\mathit{variants}(g))\)	\(\mathit{variants}(g)\) returns the set of unique traces (variants) present in group \(g\). \\
waiting-time-activity-granularity-t-a	Waiting Time (activity granularity)	T	A	\(\mathit{WT}(a)\)	\(\sum _{i \in \mathit{inst}(a)} \mathit{WT}(i)\)	\(\sum _{i \in \mathit{inst}(a)} \mathit{WT}(i)\)	"\(\mathit{inst}(a)\) returns the set of all instances of activity \(a\).
\newline \(\mathit{WT}(i)\) returns the waiting time of activity instance \(i\). \\"
waiting-time-case-granularity-t-c	Waiting Time (case granularity)	T	C	\(\mathit{WT}(c)\)	\(\sum _{i \in \mathit{inst}(c)} \mathit{WT}(i)\)	\(\sum _{i \in \mathit{inst}(c)} \mathit{WT}(i)\)	"\(\mathit{inst}(c)\) returns the set of all activity instances in case \(c\).
\newline \(\mathit{WT}(i)\) returns the waiting time of activity instance \(i\). \\"
waiting-time-activity-instance-granularity-t-i	Waiting Time (activity instance granularity)	T	I	\(\mathit{WT}(i)\)	"\(\begin{cases}
\mathit{stime}(i) - \mathit{ctime}(x) & \mathit{for~any \ } x \in \mathit{prev}(i) \\
0 & \mathit{if \ } \mathit{prev}(i) = \emptyset
\end{cases}\)"	\(\begin{cases} \mathit{stime}(i) - \mathit{ctime}(x) & \mathit{for~any \ } x \in \mathit{prev}(i) \\ 0 & \mathit{if \ } \mathit{prev}(i) = \emptyset \end{cases}\)	"\(\mathit{stime}(i)\) returns the start timestamp of activity instance \(i\).
\newline \(\mathit{ctime}(x)\) returns the completion timestamp of activity instance \(x\).
\newline \(\mathit{prev}(i)\) returns the set of preceding activity instances to instance \(i\). \\"
waiting-time-from-activity-a-to-activity-b-case-granularity-t-c	Waiting Time from activity A to activity B (case granularity)	T	C	"\(\mathit{WTAB}\mathit{^{\times}}(c, \mathit{a}, \mathit{b})\)
\newline \newline \(\mathit{\times} \in \{\mathit{s}, \mathit{c}, \mathit{sc}, \mathit{w}\}\)"	"\(\begin{cases} \mathit{wt}\mathit{^{\times}}(x, y) & \mathit{for~any \ } x \in \mathit{fi}\mathit{^{s}}(c, \mathit{a}) \mathit{\ and \ } y \in \mathit{fi}\mathit{^{sc}}(c, \mathit{a}, \mathit{b}) \\
\bot & \mathit{if \ } \mathit{fi}\mathit{^{sc}}(c, \mathit{a}, \mathit{b}) = \emptyset \end{cases}\)
\newline \newline The $\mathit{\times}$ indicates that the PPI can take multiple forms, in this case, $\mathit{\times} \in \{\mathit{s}, \mathit{c}, \mathit{sc}, \mathit{w}\}$. If $\mathit{\times} = \mathit{s}$, then the function considers activity instances that were started within the start and end activity instances, i.e., it uses $\mathit{wt}\mathit{^{s}}$; if $\mathit{\times} = \mathit{c}$, then the function considers activity instances that were completed within the start and end activity instances, i.e., it uses $\mathit{wt}\mathit{^{c}}$; if $\mathit{\times} = \mathit{sc}$, then the function considers activity instances that were either started or completed within the start and end activity instances, i.e., it uses $\mathit{wt}\mathit{^{sc}}$; if $\mathit{\times} = \mathit{^{w}}$, then the function considers all activity instances that were active within the start and end activity instances, i.e., it uses $\mathit{wt}\mathit{^{w}}$."	\(\begin{cases} \mathit{wt}(x, y) & \mathit{for~any \ } x \in \mathit{fi}\mathit{^{s}}(c, \mathit{a}) \mathit{\ and \ } y \in \mathit{fi}(c, \mathit{a}, \mathit{b}) \\ undefined & \mathit{if \ } \mathit{fi}(c, \mathit{a}, \mathit{b}) = \emptyset \end{cases}\)	"\(\mathit{wt}\) returns the waiting time between activity instance \(x\) and activity instance \(y\).
\newline \(\mathit{fi}\mathit{^{s}}\) returns the set of first started instances of activity \(\mathit{a}\) in case \(c\).
\newline \(\mathit{fi}\) returns the set of first instances of activity \(\mathit{b}\) that occur after the first instance of \(\mathit{a}\) in case \(c\). \\"
